[2026-01-20 22:00:51.520] [combined] [warning] This is a warning message.
[2026-01-20 22:00:51.520] [combined] [error] This is an error message.
[2026-01-20 22:00:52.931] [combined] [error] [localization.cpp:45] Failed to open font JSON file: localization/fonts.json
[2026-01-20 22:00:52.931] [combined] [error] [localization.cpp:45] Failed to open font JSON file: localization/fonts.json
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.text] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:689:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.372] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:747:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.373] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:781:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.373] [combined] [warning] [general] [dsl.strict.button] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:793:
  WARNING: unknown field 'padding' 
[2026-01-20 22:00:53.373] [combined] [warning] [general] [dsl.strict.spritePanel] Validation failed at /Users/joshuashin/conductor/workspaces/TheGameJamTemplate/kyoto/assets/scripts/ui/player_inventory.lua:1119:
  WARNING: unknown field 'config' 
[2026-01-20 22:00:55.323] [combined] [warning] [box.cpp:1881] GetGroup called with invalid entity
[2026-01-20 22:01:02.945] [combined] [warning] [box.cpp:1881] GetGroup called with invalid entity
[2026-01-20 22:01:13.063] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:13.063] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:13.063] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:13.063] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:13.063] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:13.150] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:13.150] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:13.150] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:13.150] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:13.150] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:13.262] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:13.262] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:13.262] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:13.262] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:13.262] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:13.351] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:13.351] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:13.351] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:13.351] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:13.351] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:13.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:13.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:13.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:13.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:13.463] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:13.552] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:13.552] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:13.552] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:13.552] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:13.552] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:13.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_UP not found in enum
[2026-01-20 22:01:13.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_DOWN not found in enum
[2026-01-20 22:01:13.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_LEFT not found in enum
[2026-01-20 22:01:13.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_RIGHT not found in enum
[2026-01-20 22:01:13.659] [combined] [error] [scripting_functions.cpp:814] Key KEY_ENTER not found in enum
[2026-01-20 22:01:16.263] [combined] [warning] [general] [Gameplay] Content validation found errors - check console output 
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.048] [combined] [warning] [general] [gameplay] Failed to add card to PlayerInventory 
[2026-01-20 22:01:22.074] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.074] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.074] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.074] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.075] [combined] [warning] [shader_draw_commands.cpp:1344] add_local_command: unsupported type 'draw_circle_filled'
[2026-01-20 22:01:22.173] [combined] [warning] [general] [gameplay] Failed to add card to PlayerInventory 
[2026-01-20 22:01:22.248] [combined] [warning] [general] [gameplay] Failed to add card to PlayerInventory 
[2026-01-20 22:01:22.346] [combined] [warning] [general] [gameplay] Failed to add card to PlayerInventory 
[2026-01-20 22:01:22.472] [combined] [warning] [general] [gameplay] Failed to add card to PlayerInventory 
[2026-01-20 22:01:22.547] [combined] [warning] [general] [gameplay] Failed to add card to PlayerInventory 
[2026-01-20 22:01:22.650] [combined] [warning] [general] [gameplay] Failed to add card to PlayerInventory 
[2026-01-20 22:01:22.750] [combined] [warning] [general] [gameplay] Failed to add card to PlayerInventory 
